individualnumber,gender,city_code,dateofbirth
99203736,K,45.0,1980.0
101320643,E,77.0,1938.0
98399743,K,17.0,1983.0
97891209,E,34.0,2000.0
94694243,E,76.0,1985.0
94568955,E,48.0,1984.0
98892249,K,26.0,1996.0
94588674,E,38.0,1967.0
93132221,K,35.0,1969.0
100221824,K,,1987.0
97145456,K,34.0,1986.0
83115152,E,16.0,1985.0
100009727,K,77.0,1972.0
97901201,E,34.0,1994.0
97819980,E,,1978.0
102136973,E,34.0,1992.0
97421053,E,68.0,1984.0
97036991,K,39.0,1994.0
98742817,K,16.0,1964.0
94632476,E,6.0,1987.0
91294337,E,8.0,1989.0
74209933,E,34.0,1993.0
6670541,E,,1964.0
95354024,E,3.0,1982.0
97695630,E,67.0,1962.0
97398581,E,,1987.0
98018373,E,27.0,1956.0
23478063,K,35.0,1964.0
87642814,K,34.0,1974.0
97694835,E,,1989.0
99691878,E,33.0,1997.0
99941985,K,1.0,1988.0
99758682,E,26.0,1999.0
91772609,E,55.0,1965.0
101834948,E,26.0,1995.0
93506882,E,42.0,1982.0
99792349,K,55.0,1998.0
11268902,E,23.0,1984.0
89364893,E,48.0,1981.0
100325700,K,7.0,1983.0
101502335,K,33.0,2001.0
93050388,E,34.0,1957.0
81995268,E,34.0,1985.0
98473929,K,6.0,1974.0
101816228,E,,1996.0
23981825,E,10.0,1977.0
99967618,E,,1991.0
84043026,K,1.0,1991.0
97887396,E,26.0,1998.0
94466669,K,35.0,1997.0
84619567,K,,1970.0
90063908,E,34.0,1985.0
9334013,E,,1974.0
95471482,K,,1964.0
101697853,E,10.0,1960.0
90132180,K,,1971.0
99770815,K,,1983.0
101170395,E,14.0,1996.0
95882950,E,41.0,1979.0
99567793,K,6.0,1983.0
7684204,K,34.0,1976.0
85749872,K,34.0,1989.0
90837965,K,,1988.0
98079875,K,54.0,1998.0
24698418,E,35.0,1971.0
100065193,K,16.0,1981.0
89115030,K,1.0,1985.0
96968168,E,33.0,1982.0
95716491,E,7.0,1987.0
100319195,E,10.0,1988.0
102073044,E,35.0,1946.0
98774669,K,35.0,1992.0
102090214,K,38.0,1982.0
97633251,K,35.0,1992.0
98460103,E,38.0,2000.0
98680846,K,35.0,1996.0
95889598,K,7.0,1985.0
100177736,E,,1969.0
99932992,E,34.0,1981.0
91891800,K,35.0,1982.0
88200717,E,60.0,1976.0
102167887,K,33.0,1998.0
95775566,E,,1993.0
101642713,E,6.0,1995.0
7688160,E,31.0,1970.0
94972858,E,,1987.0
99527356,K,33.0,1991.0
100564877,E,,1987.0
92944411,K,48.0,1997.0
99385020,K,62.0,1972.0
94585391,E,34.0,1982.0
97445176,K,7.0,1967.0
102046902,E,,1989.0
99583617,K,34.0,1998.0
98370562,E,67.0,1993.0
99749771,E,35.0,1977.0
99786578,K,33.0,1980.0
96516772,E,34.0,1952.0
102198679,K,43.0,1996.0
93965374,K,5.0,1985.0
91507942,K,35.0,1988.0
100871123,K,34.0,1954.0
96563388,E,2.0,1980.0
87096983,K,34.0,1940.0
97228267,K,,1980.0
95305063,K,,1991.0
96311405,K,19.0,1995.0
94643936,E,,1976.0
93398295,K,6.0,1983.0
94639307,E,27.0,1967.0
101148331,E,7.0,1975.0
94069475,K,,1958.0
96430066,K,,1953.0
96349640,K,34.0,1997.0
93378698,E,34.0,1992.0
95004914,K,6.0,1964.0
99560350,K,33.0,1996.0
99679663,E,31.0,1953.0
95874630,E,26.0,1997.0
98236893,K,73.0,1992.0
100131202,K,35.0,1976.0
98471706,K,34.0,1998.0
6318148,E,25.0,1977.0
83442993,K,,1971.0
94452395,E,33.0,1986.0
97528151,K,,1995.0
95389710,K,,1990.0
84705152,E,34.0,1980.0
93730296,E,10.0,1972.0
94659903,K,9.0,1981.0
99078387,K,34.0,1991.0
99194886,K,59.0,1996.0
100604580,K,34.0,1965.0
91032810,K,35.0,1982.0
95895838,E,35.0,1961.0
93378107,K,34.0,1954.0
97564510,K,,1977.0
94988213,E,48.0,1962.0
92897999,E,34.0,1955.0
94724688,E,,1972.0
97611187,K,31.0,1985.0
98346887,K,7.0,1993.0
97431228,E,45.0,1943.0
97550276,K,34.0,1982.0
98646302,E,6.0,1972.0
19154483,E,64.0,1976.0
100022003,K,,1955.0
95294928,K,,1995.0
90693957,K,34.0,1997.0
102272579,K,38.0,1982.0
89186810,K,,1985.0
74669771,E,35.0,1976.0
96243520,E,35.0,1980.0
24552208,K,35.0,1969.0
52020062,E,27.0,1990.0
59516647,K,,1958.0
98395175,K,,1999.0
100426905,E,,1988.0
40312726,E,34.0,1938.0
95444095,E,34.0,1973.0
99496972,K,59.0,1952.0
88978200,E,34.0,1991.0
95860478,K,34.0,1981.0
99415669,E,27.0,1967.0
99259671,E,1.0,1964.0
102120802,E,21.0,1990.0
88403617,K,7.0,1974.0
97469116,E,,1996.0
100531210,K,34.0,1985.0
95464752,E,35.0,1992.0
100116581,K,,2000.0
94526173,K,77.0,1987.0
23515135,K,35.0,1977.0
1530917,K,33.0,1940.0
88052488,E,16.0,1954.0
98420930,K,33.0,1979.0
94062644,K,35.0,1980.0
95062460,E,34.0,1964.0
99458268,K,35.0,1985.0
97650890,K,34.0,1948.0
98287669,E,,1993.0
31902236,K,6.0,1951.0
96122331,K,35.0,1968.0
95105732,K,6.0,1959.0
101866861,K,6.0,2002.0
4930762,K,34.0,1963.0
88027936,E,34.0,1984.0
74176592,K,34.0,1977.0
4898767,K,10.0,1962.0
97353637,K,,1988.0
100463998,K,27.0,1999.0
95472746,E,34.0,1977.0
100177797,E,65.0,1980.0
45231546,E,74.0,1985.0
100999694,K,,1993.0
97932319,K,,1989.0
100337160,E,,1988.0
95631293,E,,1961.0
100539917,K,6.0,1965.0
95872693,E,44.0,1967.0
95281041,K,28.0,1991.0
20553390,E,1.0,1942.0
94472093,K,,1947.0
98147760,E,34.0,1980.0
99110300,E,,1961.0
84452883,E,34.0,1982.0
97771610,E,63.0,1986.0
96066783,E,20.0,1966.0
99026448,K,,1981.0
101707967,K,41.0,1957.0
92881828,K,34.0,1989.0
99919778,E,33.0,1988.0
89148636,K,,1987.0
96219172,E,21.0,1973.0
20034130,E,68.0,1970.0
95130814,E,74.0,1957.0
96779216,K,65.0,1962.0
96281816,K,34.0,1967.0
95058769,E,,1957.0
100077816,K,26.0,2001.0
93036236,K,48.0,1993.0
100414303,E,16.0,1963.0
322878,E,,1961.0
97046697,E,35.0,1961.0
92934072,K,34.0,1989.0
88113317,K,35.0,1940.0
102040641,K,6.0,1983.0
93199290,K,,1961.0
91545300,E,50.0,1967.0
96234609,E,,1984.0
100425641,K,34.0,1998.0
93777095,K,34.0,1988.0
98566753,E,55.0,1975.0
375612,E,34.0,1952.0
94366055,E,22.0,1980.0
3845809,E,34.0,1969.0
101856461,K,39.0,1973.0
94800281,E,,1971.0
94478680,E,39.0,1937.0
1407627,E,34.0,1968.0
92999000,K,67.0,1978.0
98286853,E,,1989.0
96484369,E,38.0,1981.0
99524786,K,39.0,2001.0
92952853,E,8.0,1983.0
94920063,K,34.0,1981.0
7632530,E,28.0,1980.0
94430718,E,10.0,1974.0
51392949,E,41.0,1973.0
96756214,E,34.0,1977.0
21354039,E,45.0,1974.0
93855788,K,35.0,1980.0
100061563,E,,1996.0
94341972,E,48.0,1952.0
17153198,E,,1975.0
94832602,E,,1972.0
95282448,K,64.0,1971.0
96997063,K,81.0,1970.0
101745733,K,21.0,2003.0
89575806,E,35.0,1971.0
100734823,E,6.0,1999.0
95844776,K,68.0,1985.0
101119884,E,9.0,1982.0
98711352,K,68.0,1957.0
98880707,E,22.0,1976.0
19971160,E,31.0,1954.0
94885519,K,,1991.0
99556190,K,34.0,1988.0
97880462,K,55.0,1973.0
96460980,E,,1954.0
98884194,E,58.0,1989.0
96978425,K,21.0,1994.0
100430453,E,36.0,1986.0
92198515,E,13.0,1967.0
94187646,K,,1988.0
96135076,E,54.0,1971.0
99574420,E,34.0,1998.0
5535954,K,16.0,1950.0
97170517,E,35.0,1959.0
88772568,K,6.0,1985.0
96105548,K,,1987.0
101012031,E,34.0,1996.0
98660515,K,16.0,1994.0
97290299,E,80.0,1956.0
101556516,E,45.0,1970.0
101216195,K,78.0,1990.0
96502946,E,34.0,1997.0
93870001,K,34.0,1962.0
97388425,E,,1979.0
4611363,K,34.0,1972.0
88562429,K,,1978.0
93099818,E,33.0,1966.0
101397296,E,19.0,1964.0
99242684,E,7.0,1987.0
102007504,E,,1978.0
98003630,K,38.0,2000.0
96031648,K,34.0,1965.0
93532025,E,35.0,1972.0
96699606,K,21.0,1992.0
97508146,E,34.0,1977.0
100267603,E,35.0,1998.0
98447215,K,6.0,1963.0
93782132,E,61.0,1979.0
96414690,E,6.0,1995.0
98763943,E,39.0,1979.0
93730948,E,1.0,1997.0
102073370,K,42.0,1980.0
21286215,E,35.0,1986.0
101472073,E,33.0,1957.0
101578050,K,,1990.0
94875466,K,1.0,1980.0
95629621,K,35.0,1994.0
94721874,E,66.0,1953.0
99655845,K,34.0,2000.0
94536878,K,48.0,1957.0
90463222,E,41.0,1987.0
82835517,E,,1982.0
93377209,E,55.0,1980.0
98707661,K,34.0,1980.0
100174249,E,31.0,1985.0
94553253,K,26.0,1962.0
88380451,K,34.0,1991.0
101451151,K,34.0,1982.0
95229123,E,48.0,1998.0
101694549,K,5.0,2002.0
7963797,K,37.0,1983.0
18634815,E,1.0,1977.0
96612675,E,48.0,1981.0
97152144,K,1.0,1998.0
94601745,K,35.0,1965.0
95785028,K,1.0,1998.0
97453700,E,34.0,1987.0
100096841,E,65.0,1987.0
100972328,E,38.0,1985.0
90890535,E,34.0,1985.0
100762271,K,6.0,1976.0
82772200,E,34.0,1965.0
99716409,E,,1972.0
96412936,E,3.0,1977.0
99241216,E,34.0,1986.0
94980770,K,52.0,1979.0
98480087,K,34.0,1982.0
97652297,K,10.0,1989.0
95612125,E,45.0,1999.0
99677583,E,7.0,1987.0
92355043,E,,1992.0
94657089,E,,1960.0
101589184,E,24.0,1992.0
101763515,E,47.0,1991.0
22963737,E,19.0,1976.0
98036399,E,34.0,1980.0
101839964,E,34.0,1999.0
94255918,K,26.0,1970.0
96380615,E,,1982.0
101594547,K,55.0,1959.0
97839678,E,34.0,1981.0
91462121,E,6.0,1981.0
99315993,E,,1986.0
99342482,E,6.0,1992.0
101110157,E,55.0,1974.0
50828194,E,,1983.0
96766145,E,33.0,1977.0
93532494,K,,1984.0
99966985,E,,1986.0
93180488,K,,1974.0
96596708,E,61.0,1996.0
99965721,E,35.0,1942.0
99146577,K,50.0,2000.0
96359020,E,51.0,1991.0
88632924,E,3.0,1982.0
97794877,E,6.0,1982.0
98203287,E,31.0,2000.0
74143985,K,35.0,1990.0
95274393,K,,1970.0
102151777,E,46.0,1963.0
98169069,E,41.0,1995.0
41742547,E,7.0,1958.0
93252859,K,,1991.0
89075510,K,23.0,1989.0
96375721,E,,1967.0
98997532,E,,1985.0
100689349,K,,1987.0
93522155,E,35.0,1957.0
101820184,K,,1982.0
96390281,K,35.0,1988.0
94151348,K,45.0,1994.0
97688248,E,,1966.0
101673688,K,59.0,2001.0
101931585,E,54.0,1998.0
95342278,K,16.0,1990.0
99519953,E,45.0,1987.0
101172597,E,,1983.0
94219702,K,34.0,1988.0
82329124,K,10.0,1992.0
99071779,E,34.0,1992.0
99604274,K,,1996.0
97022084,K,7.0,1999.0
88733578,E,7.0,1986.0
96113256,E,34.0,1986.0
99953445,K,11.0,1972.0
98096963,K,42.0,1990.0
92718835,K,42.0,1992.0
97955647,E,34.0,1985.0
93614449,K,,1985.0
90270600,E,34.0,1990.0
96137808,K,7.0,1998.0
101074002,E,,1997.0
91727114,E,50.0,1982.0
96140153,K,45.0,1989.0
97262464,K,51.0,1999.0
92762984,K,34.0,1986.0
99210424,K,,1995.0
94808866,K,54.0,1974.0
94088704,E,48.0,1973.0
19270452,E,34.0,1971.0
98852607,K,33.0,1998.0
94994840,E,,1988.0
97952690,E,,1981.0
95745100,E,10.0,1981.0
100308999,E,,1988.0
96408246,K,25.0,1968.0
93141193,E,33.0,1961.0
49786431,E,,1983.0
100364648,E,40.0,2000.0
99339403,K,61.0,1993.0
17738936,E,,1989.0
98632394,K,3.0,1991.0
96036256,E,72.0,1982.0
97876975,E,58.0,1996.0
88773424,K,6.0,1989.0
100354656,K,15.0,1979.0
93352392,K,,1971.0
96366728,E,34.0,1994.0
101804482,K,70.0,2002.0
99741899,E,,1994.0
97015028,E,2.0,2000.0
97450926,E,48.0,1999.0
94746609,E,34.0,1983.0
22758492,K,,1970.0
83857479,K,,1985.0
87792837,E,9.0,1993.0
97178694,E,39.0,1979.0
100001590,E,10.0,2000.0
96806582,E,26.0,1983.0
93709496,E,16.0,1956.0
93053854,K,35.0,1975.0
93462386,E,,1969.0
96166112,E,34.0,1989.0
95961357,K,31.0,1975.0
101351414,E,34.0,1998.0
89819000,E,,1989.0
93888088,K,35.0,1952.0
91255530,K,55.0,1977.0
96590142,E,34.0,1995.0
99295336,K,,1992.0
100195028,E,38.0,1997.0
93488753,E,,1977.0
98853667,E,32.0,1990.0
101250800,K,6.0,2000.0
97976508,E,6.0,1974.0
13552655,K,,1978.0
99887701,E,47.0,1980.0
97891718,E,35.0,2001.0
52657962,K,34.0,1949.0
97667774,K,,1987.0
101942719,E,34.0,2003.0
96893982,K,37.0,1994.0
80179549,E,33.0,1948.0
101131140,K,59.0,1963.0
96095556,K,,1967.0
97978445,K,54.0,1975.0
94924957,E,33.0,1980.0
98486388,E,,1991.0
97380513,K,33.0,1972.0
98902628,E,6.0,1975.0
100714227,E,31.0,1986.0
92968412,E,65.0,1982.0
93286261,E,48.0,1977.0
98939578,K,5.0,1994.0
96454923,E,20.0,1967.0
88397213,E,32.0,1986.0
101327657,K,34.0,1984.0
100073023,E,63.0,1998.0
101445237,E,27.0,2002.0
94788331,E,35.0,1973.0
94851770,E,,1961.0
96477864,E,46.0,1983.0
97122677,K,60.0,1985.0
98850119,E,37.0,1985.0
95028242,K,48.0,1965.0
97532616,E,51.0,1999.0
93857643,E,59.0,1993.0
92794163,K,77.0,1991.0
99479577,E,,1999.0
91030974,K,16.0,2001.0
95673667,K,58.0,1995.0
101183262,E,64.0,1972.0
92557596,E,59.0,1980.0
97103427,E,32.0,1960.0
94993759,E,7.0,1987.0
92439282,E,,1980.0
98318909,K,1.0,1999.0
89729337,E,35.0,1988.0
100641122,E,,1988.0
93810966,K,34.0,1945.0
97296865,E,6.0,1963.0
101193580,E,34.0,1990.0
88696424,K,35.0,1975.0
102183038,K,26.0,1989.0
3159865,K,34.0,1964.0
93025550,E,,1952.0
98261302,E,16.0,1999.0
94939109,E,,1999.0
101779869,K,20.0,1959.0
97696608,K,34.0,1976.0
97406594,K,10.0,1983.0
22130441,K,35.0,1964.0
98839576,K,,1993.0
98978812,E,38.0,1967.0
101548522,K,34.0,1998.0
96715165,K,35.0,1957.0
96494952,K,7.0,1952.0
93016639,K,7.0,1948.0
102279267,K,,1991.0
97517873,K,10.0,1997.0
101300373,K,,1976.0
76349964,E,34.0,1978.0
88669792,E,,1974.0
96241093,K,35.0,2000.0
92824934,K,35.0,1930.0
24689608,K,3.0,1972.0
91747506,E,,1989.0
95357286,E,6.0,1986.0
87795386,E,67.0,1963.0
98203144,E,35.0,1963.0
98158261,K,,1982.0
43130116,E,54.0,1990.0
100740247,E,18.0,1991.0
16055765,E,22.0,1959.0
101990925,K,44.0,1985.0
96007279,E,10.0,1955.0
101702053,K,3.0,1960.0
96538081,K,10.0,1996.0
99422826,E,34.0,1987.0
97770855,K,,1985.0
3867526,E,31.0,1960.0
99904667,E,20.0,1973.0
96572829,E,,1981.0
94866065,K,,1995.0
95311343,E,34.0,1946.0
43308321,K,,1976.0
95325842,E,43.0,1946.0
96183690,E,42.0,1976.0
92730989,E,,1987.0
54786737,K,48.0,1985.0
99086604,K,28.0,1985.0
97231468,E,34.0,1993.0
99379045,K,35.0,1985.0
98372560,E,59.0,2000.0
96347804,K,34.0,1979.0
101826872,E,42.0,2002.0
94864311,K,16.0,1997.0
102192275,K,21.0,1988.0
76315216,K,,1966.0
100274169,K,,2002.0
100727767,E,38.0,1998.0
93221680,E,,1970.0
90814677,E,17.0,1976.0
84928810,K,34.0,1975.0
101590713,K,34.0,1982.0
98325353,K,6.0,1993.0
101455963,E,10.0,1982.0
94114051,E,45.0,1975.0
95213095,K,35.0,1993.0
93326759,E,,1977.0
94919186,E,,1996.0
83682822,E,35.0,1956.0
89166805,E,45.0,1991.0
96009563,K,16.0,1975.0
95702970,E,,1986.0
94313525,K,10.0,1963.0
95329716,E,24.0,1981.0
96038010,K,38.0,1985.0
93362241,E,21.0,1997.0
94061929,K,,1993.0
92486489,E,35.0,1972.0
93169293,K,,1953.0
94092721,K,,1961.0
99946736,K,1.0,1980.0
96609249,E,34.0,1996.0
100233324,E,,1971.0
84604782,E,,1981.0
94943860,K,33.0,1964.0
98065376,E,41.0,1990.0
95244621,K,51.0,1981.0
95643344,E,,1966.0
58856580,K,34.0,1979.0
99891718,K,21.0,1997.0
99204510,K,34.0,1976.0
89082688,E,21.0,1988.0
94411590,K,,1991.0
93623829,E,,1986.0
88607352,E,,1982.0
88292174,E,,1989.0
96328880,K,,1967.0
93146882,K,35.0,1980.0
5572149,K,41.0,1980.0
100969228,E,80.0,1998.0
94791818,K,52.0,1980.0
93942616,E,59.0,1960.0
68182933,K,19.0,1986.0
19605919,K,,1939.0
92926547,K,52.0,1965.0
99342339,E,34.0,1975.0
94834396,K,34.0,2000.0
101523318,E,4.0,1996.0
101830155,K,21.0,1985.0
97899773,E,7.0,2000.0
96990741,E,34.0,1980.0
12932169,E,54.0,1964.0
93249494,E,,1963.0
98743122,K,38.0,1975.0
101813719,E,15.0,1974.0
83694690,K,,1960.0
94086155,K,,1967.0
91340972,K,6.0,1971.0
97789901,E,1.0,1980.0
102030914,K,17.0,2003.0
22902622,E,34.0,1976.0
93020044,E,,1981.0
95384713,K,35.0,1988.0
101498827,K,67.0,1992.0
94511306,K,27.0,1982.0
94803604,K,,1999.0
94251146,K,,1968.0
95778563,K,34.0,1983.0
95825709,E,38.0,1980.0
101684618,E,34.0,1987.0
90198147,E,1.0,1979.0
93561450,E,21.0,1987.0
98682150,E,38.0,1973.0
93827850,K,34.0,1971.0
91875934,K,35.0,1974.0
95506045,K,43.0,1985.0
93829257,K,,1978.0
88688165,E,34.0,1926.0
67788879,E,35.0,1941.0
99352392,E,34.0,1988.0
98857072,K,7.0,1989.0
100849099,E,20.0,1993.0
97353330,E,34.0,1977.0
22988003,K,35.0,1983.0
94588653,K,64.0,1954.0
54382426,K,35.0,1986.0
96942514,K,54.0,1999.0
99919900,K,67.0,1997.0
100702542,E,42.0,1999.0
93445685,K,,1990.0
7357463,K,48.0,1958.0
98862435,K,34.0,1966.0
101478496,K,34.0,2003.0
101337445,E,,1964.0
89955891,K,33.0,1990.0
97172841,K,34.0,1987.0
97409612,K,10.0,1982.0
57161072,K,,1981.0
92021757,E,39.0,1974.0
101567976,E,34.0,1990.0
48781292,E,76.0,1958.0
95010317,E,48.0,1961.0
95721017,K,7.0,1995.0
88149573,E,,1942.0
13298592,K,,1982.0
18366375,K,61.0,1986.0
99437182,E,6.0,2000.0
99930483,E,5.0,1994.0
101954097,K,13.0,2001.0
101314912,K,6.0,1991.0
94195476,E,34.0,1988.0
94673769,E,16.0,1978.0
77553027,K,,1962.0
94918227,K,,1990.0
93776340,E,35.0,1957.0
95619465,K,48.0,1977.0
101230408,E,34.0,1969.0
100377984,K,22.0,1981.0
21360237,E,50.0,1982.0
99636574,K,35.0,1978.0
94379778,K,6.0,1979.0
93106771,E,,1979.0
39828866,E,17.0,1965.0
97696261,K,,1997.0
100064825,E,34.0,1991.0
93380492,E,,1974.0
95370765,E,16.0,1959.0
96583820,E,6.0,1992.0
94632842,E,35.0,1958.0
44803539,K,5.0,1982.0
93405309,K,6.0,1990.0
95977017,K,,1978.0
95273455,K,35.0,1979.0
93113133,E,31.0,1994.0
93710270,E,20.0,1982.0
97502293,E,,1957.0
101715593,K,,1982.0
92375822,K,16.0,1998.0
97151246,E,47.0,2000.0
95412079,K,35.0,1998.0
17072221,E,38.0,1983.0
102116152,K,,1987.0
95910152,E,,1989.0
93015945,E,34.0,1955.0
21769381,E,10.0,1971.0
101253349,K,31.0,1989.0
99486082,E,34.0,1984.0
99002813,K,38.0,1994.0
99850934,E,32.0,1996.0
95865677,K,35.0,1989.0
20009557,E,,1988.0
98668997,E,59.0,1996.0
98934949,E,80.0,1993.0
93035807,E,34.0,1979.0
97023613,E,12.0,1992.0
89504617,K,34.0,1981.0
97247965,E,6.0,1987.0
100517220,E,33.0,1970.0
92863964,K,16.0,1975.0
96978873,K,6.0,1985.0
88517729,E,10.0,1985.0
93098186,E,,1981.0
94451680,K,,1988.0
98691469,E,7.0,1981.0
95689022,E,,1989.0
97337363,K,,1983.0
101437060,E,33.0,1982.0
97479087,E,6.0,1978.0
96038050,E,34.0,1959.0
90754847,E,47.0,1984.0
92635187,K,6.0,1973.0
89098777,E,17.0,1968.0
96328941,E,34.0,1972.0
92706946,E,33.0,1990.0
98936682,E,,1994.0
8888489,K,35.0,1974.0
94359121,K,7.0,1954.0
95045860,E,35.0,1982.0
94602866,K,,1963.0
100160198,K,21.0,1984.0
100986663,E,6.0,1981.0
97744753,K,6.0,1980.0
95041721,K,,1962.0
101673871,E,10.0,1985.0
100609514,E,47.0,1976.0
97703439,K,41.0,2000.0
95738778,K,,1993.0
88673014,K,,1951.0
96500845,E,6.0,1997.0
95683802,K,6.0,1988.0
95485184,K,,1952.0
96168987,E,31.0,1994.0
100989824,K,51.0,1995.0
6627105,K,24.0,1977.0
88327778,K,34.0,1979.0
100095026,K,5.0,1995.0
96596239,K,,1985.0
94797303,K,,1988.0
100152225,E,34.0,1972.0
99100348,K,,1984.0
95647586,K,17.0,1992.0
101829421,E,6.0,1993.0
101135300,K,,1996.0
95161503,K,34.0,1968.0
21776151,E,35.0,1956.0
91698524,E,,1981.0
96571218,K,21.0,1974.0
100929239,E,,1995.0
99054527,E,,1984.0
101759864,K,34.0,1992.0
93541180,E,78.0,1974.0
95574317,K,35.0,1989.0
93077325,K,,1969.0
92259241,K,35.0,1988.0
101908827,E,34.0,1999.0
99171373,E,34.0,1978.0
94236708,K,34.0,1967.0
98771222,K,7.0,1979.0
98684760,E,10.0,1956.0
94176817,E,,1974.0
95935846,K,54.0,1974.0
96608107,K,,1984.0
94857255,E,34.0,1965.0
93575459,E,55.0,1958.0
79059236,E,19.0,1978.0
100993046,K,34.0,1975.0
100829523,E,81.0,1966.0
101298945,K,35.0,1992.0
96683353,K,63.0,1986.0
89185218,K,35.0,1992.0
96751890,K,10.0,1965.0
95442055,K,,1973.0
85012641,E,7.0,1973.0
94509022,E,34.0,1977.0
100997736,K,33.0,1956.0
100162074,K,,1983.0
102127490,E,,1993.0
96667529,K,34.0,1960.0
93542261,E,34.0,1987.0
76386180,K,,1983.0
84595055,E,34.0,1983.0
101939537,K,,1989.0
94454494,K,34.0,1995.0
82916044,E,16.0,1982.0
98831786,K,34.0,2001.0
101502375,E,71.0,1993.0
99799628,E,67.0,1982.0
97266012,K,16.0,1980.0
93708333,E,,1980.0
97331327,K,10.0,1943.0
99348293,E,,1995.0
94724585,K,48.0,1981.0
93846284,K,7.0,1980.0
97207507,K,31.0,1979.0
98248393,K,20.0,1991.0
97476538,E,6.0,1945.0
20414459,E,34.0,1966.0
96543770,E,41.0,1989.0
61672828,K,7.0,1980.0
60147756,K,23.0,1980.0
101944574,E,,1991.0
95125674,E,7.0,1987.0
101404575,K,,1988.0
100050734,K,35.0,1973.0
97124145,E,10.0,1993.0
95770182,E,17.0,1990.0
93856684,E,7.0,1991.0
93036541,E,,1970.0
101434898,K,,1974.0
92693284,K,34.0,1983.0
17770563,E,34.0,1972.0
23386135,E,59.0,1973.0
98082199,E,,1991.0
93199187,E,16.0,1990.0
98883153,K,35.0,1982.0
99121188,K,,1997.0
95043515,K,,1991.0
17371697,K,32.0,1976.0
94113296,E,,1969.0
101139643,K,,2000.0
101173249,E,34.0,1958.0
101112094,K,48.0,1997.0
89747077,K,,1992.0
100003058,K,6.0,1992.0
100127673,K,34.0,1994.0
88000080,E,48.0,1987.0
100773506,K,34.0,1999.0
3686017,E,34.0,1959.0
98434531,E,,1971.0
92853625,E,34.0,1979.0
100640224,K,,2001.0
99503027,K,63.0,1995.0
95625623,E,9.0,1977.0
88975283,K,35.0,1969.0
98416341,K,7.0,1990.0
101901710,K,33.0,1975.0
101372601,K,23.0,1992.0
98722852,E,,1992.0
93792103,E,21.0,1982.0
101753685,K,45.0,2001.0
100742041,K,,2000.0
100831521,K,16.0,1975.0
87947142,E,,1977.0
94998041,K,31.0,1987.0
94314055,E,6.0,1976.0
43787939,E,63.0,1987.0
98766328,E,34.0,1987.0
101945165,E,41.0,2001.0
97399130,K,6.0,1972.0
97326555,K,77.0,1988.0
101345357,K,,2003.0
94523235,K,59.0,1985.0
89502680,E,34.0,1997.0
100310303,K,34.0,1995.0
3165411,E,34.0,1978.0
77470908,E,51.0,1984.0
101081628,K,,1992.0
100330083,E,33.0,1964.0
65710798,K,,1996.0
78056442,K,2.0,1972.0
99029914,K,,1989.0
97498133,E,45.0,1966.0
21711896,E,,1974.0
95173493,E,34.0,1986.0
93507574,K,34.0,1988.0
100402801,E,42.0,1978.0
96644975,E,34.0,1992.0
78240418,E,,1991.0
95967290,E,25.0,1994.0
101419257,K,34.0,1999.0
95887945,E,39.0,1980.0
92638001,E,64.0,1975.0
96183404,K,28.0,1999.0
98445787,K,33.0,1975.0
99346295,K,33.0,2000.0
97145128,K,34.0,1940.0
96910845,K,,1960.0
94144414,K,6.0,1957.0
100366911,K,,1994.0
17628717,K,34.0,1968.0
99882113,E,70.0,1996.0
94714532,E,76.0,1953.0
93694303,E,7.0,1975.0
95885865,K,,1988.0
94499499,K,35.0,1997.0
98535185,K,7.0,1999.0
97941413,K,,1985.0
96012825,K,,1992.0
99025407,K,6.0,1994.0
22682348,E,59.0,1972.0
100466036,E,41.0,1959.0
89165091,K,9.0,1988.0
101473459,E,46.0,1993.0
99405839,K,64.0,2001.0
94446704,E,34.0,1971.0
102210036,K,6.0,1963.0
101234690,K,,1997.0
99495380,E,16.0,1991.0
95681436,K,10.0,1963.0
100551886,K,34.0,1999.0
94186605,E,1.0,1990.0
100691000,K,47.0,1999.0
19608386,E,55.0,1972.0
97127754,E,,1962.0
91925221,E,50.0,1977.0
82802359,K,7.0,1994.0
95996267,K,35.0,1976.0
95056403,K,34.0,1975.0
98823119,E,22.0,1970.0
93428290,E,63.0,1969.0
98152877,E,34.0,1994.0
102160463,K,68.0,1965.0
92831439,E,,1979.0
100542832,K,35.0,1983.0
18816751,E,,1975.0
90724503,E,,1986.0
93442442,E,,1970.0
92638327,E,16.0,1983.0
88739328,E,55.0,1978.0
100696037,E,34.0,2000.0
101873732,K,15.0,1945.0
94529679,K,34.0,1978.0
94111359,K,,1975.0
94794672,K,,1993.0
99871734,K,16.0,1980.0
98514120,K,41.0,1997.0
93320111,K,45.0,1980.0
93158546,E,10.0,1987.0
99626031,E,25.0,1960.0
92975630,E,47.0,1987.0
101578620,E,34.0,1998.0
91798791,K,50.0,1966.0
93261892,K,,1974.0
98817165,K,63.0,1976.0
101290278,K,,1989.0
97102958,E,10.0,1975.0
96767041,E,33.0,1967.0
58032113,E,34.0,1987.0
100593404,K,34.0,1964.0
94085461,K,34.0,1989.0
95973326,K,34.0,1967.0
88049958,E,31.0,1984.0
97713084,K,,2000.0
57812064,K,16.0,
100689450,K,6.0,1959.0
101566161,K,,1992.0
92121065,K,22.0,1978.0
38339785,K,35.0,1963.0
89906562,K,6.0,1996.0
