individualnumber,category_number,hakkedis_amt,odul_amt,response
97607787,9022,60.0,6.0,0
82513820,9032,35.0,3.0,0
93380492,9024,23.0,2.0,0
94373150,9000,37.0,3.0,0
47476343,9055,20.0,3.0,0
95245308,9049,32.0,3.0,0
1407627,9000,15.0,1.0,0
90001964,9048,38.0,3.0,0
100632757,9011,16.0,1.0,0
88380451,9040,23.0,2.0,0
90935822,9008,20.0,2.0,0
101749527,9044,52.0,5.0,0
77231476,9018,15.0,2.0,0
97767518,9032,33.0,3.0,0
100997953,9046,85.0,8.0,0
59979055,9020,18.0,1.0,0
92784139,9036,12.0,1.0,0
99887474,9000,23.0,2.0,0
95804825,9000,15.0,1.0,0
24057685,9017,29.0,4.0,0
96212015,9059,28.0,2.0,0
5925174,9006,36.0,3.0,0
100598420,9019,22.0,2.0,0
93152667,9037,30.0,3.0,0
96450783,9024,23.0,2.0,0
101434582,9059,27.0,2.0,0
6054222,9055,10.0,1.0,0
93378442,9035,27.0,2.0,0
97474476,9061,56.0,5.0,0
97547785,9046,75.0,7.0,0
96551695,9058,23.0,2.0,0
92444226,9038,26.0,2.0,0
99453769,9000,15.0,1.0,0
95882553,9043,32.0,3.0,0
101388249,9059,27.0,2.0,0
99005700,9055,14.0,1.0,0
100138713,9046,123.0,12.0,0
59158363,9059,27.0,2.0,0
21132150,9036,14.0,1.0,0
45413955,9017,20.0,2.0,0
101235776,9037,30.0,3.0,0
93230626,9059,30.0,3.0,0
73956578,9036,9.0,1.0,0
100584621,9044,43.0,4.0,0
97289336,9022,45.0,4.0,0
97707274,9046,85.0,8.0,0
99967773,9036,12.0,1.0,0
92892494,9043,40.0,4.0,0
92974128,9058,27.0,4.0,0
98541435,9035,27.0,2.0,0
95584566,9044,30.0,3.0,0
96430938,9046,85.0,8.0,0
98302629,9029,48.0,4.0,0
95676160,9000,17.0,1.0,0
99674203,9044,22.0,2.0,0
95188411,9046,85.0,8.0,0
95651557,9037,66.0,6.0,0
98470125,9006,33.0,3.0,0
99320337,9055,10.0,1.0,0
95169249,9022,60.0,6.0,0
98889731,9046,85.0,8.0,0
101187430,9000,26.0,2.0,0
100203581,9041,45.0,4.0,0
96624009,9042,17.0,1.0,0
99500577,9036,9.0,1.0,0
82098784,9003,12.0,1.0,0
98357612,9008,39.0,3.0,0
98747787,9028,116.0,11.0,0
97440667,9049,32.0,3.0,0
90684496,9029,38.0,3.0,0
100882450,9006,32.0,3.0,0
99130354,9019,43.0,4.0,0
101454340,9022,60.0,6.0,0
97956525,9011,14.0,1.0,0
93405309,9059,37.0,3.0,0
96724589,9017,15.0,1.0,0
100133683,9030,18.0,1.0,0
96656340,9021,90.0,9.0,0
96717972,9046,79.0,7.0,0
99130522,9046,85.0,8.0,0
100891997,9032,33.0,3.0,0
97895901,9019,24.0,2.0,0
99684560,9027,37.0,3.0,0
93829257,9046,85.0,8.0,0
97511010,9042,22.0,2.0,0
95745100,9020,8.0,1.0,0
92995140,9046,85.0,8.0,0
95744543,9035,27.0,2.0,0
91376765,9059,27.0,2.0,0
21040189,9021,36.0,3.0,0
99594152,9035,27.0,2.0,0
92156771,9038,16.0,1.0,0
100036501,9056,26.0,2.0,0
93068375,9046,85.0,8.0,0
97381615,9046,85.0,8.0,0
94039761,9022,43.0,6.0,0
44583867,9040,48.0,4.0,0
94034234,9056,26.0,2.0,0
100964379,9003,7.0,1.0,0
90239503,9046,131.0,13.0,0
93695110,9046,85.0,8.0,0
102051270,9046,85.0,8.0,0
95943588,9036,20.0,2.0,0
94101303,9058,23.0,2.0,0
94150920,9035,27.0,2.0,0
98445690,9049,32.0,3.0,0
96531262,9017,15.0,1.0,0
19373094,9008,17.0,1.0,0
98876010,9017,15.0,1.0,0
7179134,9010,21.0,2.0,0
93461791,9021,58.0,5.0,0
97713084,9005,11.0,1.0,0
99901757,9003,8.0,1.0,0
97357118,9061,38.0,3.0,0
92937030,9038,18.0,1.0,0
97282236,9055,39.0,3.0,0
100841940,9046,136.0,13.0,0
93099888,9019,27.0,2.0,0
101831952,9046,85.0,8.0,0
98092501,9000,15.0,1.0,0
101277322,9046,85.0,8.0,0
94046219,9049,32.0,3.0,0
16201758,9008,17.0,1.0,0
95839890,9027,43.0,4.0,0
101219048,9011,13.0,1.0,0
91289195,9041,41.0,6.0,0
96970750,9024,24.0,2.0,0
101455677,9010,16.0,1.0,0
100980196,9037,30.0,3.0,0
93221839,9046,85.0,8.0,0
100765905,9041,66.0,6.0,0
96740502,9027,38.0,3.0,0
94518040,9018,16.0,1.0,0
99901459,9019,21.0,2.0,0
93707050,9036,9.0,1.0,0
47872941,9022,43.0,4.0,0
101003876,9003,7.0,1.0,0
101749161,9046,85.0,8.0,0
102153680,9036,18.0,1.0,0
94670755,9000,15.0,1.0,0
92051277,9022,60.0,6.0,0
94681402,9046,63.0,6.0,0
99486082,9012,46.0,4.0,0
85111459,9017,16.0,1.0,0
94943860,9019,21.0,2.0,0
100944784,9041,33.0,3.0,0
96643048,9043,32.0,3.0,0
84133763,9058,27.0,2.0,0
97032780,9001,19.0,1.0,0
8953713,9041,28.0,4.0,0
96024290,9038,20.0,2.0,0
17115584,9046,85.0,8.0,0
94099704,9043,37.0,3.0,0
92574272,9004,121.0,12.0,0
94849433,9007,19.0,1.0,0
16563290,9027,37.0,3.0,0
100154913,9040,23.0,2.0,0
94405511,9041,26.0,2.0,0
5214027,9040,23.0,3.0,0
98781274,9046,85.0,8.0,0
97632796,9036,41.0,4.0,0
100847435,9046,107.0,10.0,0
93754332,9022,78.0,7.0,0
99376432,9020,8.0,1.0,0
102048014,9046,85.0,8.0,0
97182968,9019,22.0,2.0,0
92791791,9002,11.0,1.0,0
100550688,9018,17.0,1.0,0
95202122,9043,90.0,9.0,0
101437392,9007,33.0,3.0,0
100026498,9046,85.0,8.0,0
100668370,9011,13.0,1.0,0
88729730,9055,11.0,1.0,0
90958953,9022,43.0,4.0,0
93158699,9048,49.0,7.0,0
100925663,9027,37.0,3.0,0
97809127,9046,85.0,8.0,0
97033697,9019,35.0,5.0,0
95298156,9039,34.0,3.0,0
98671399,9009,15.0,1.0,0
102084732,9046,180.0,18.0,0
98074229,9006,32.0,3.0,0
13789478,9000,15.0,1.0,0
98484647,9000,15.0,1.0,0
42554320,9029,38.0,3.0,0
39758465,9035,30.0,3.0,0
100939591,9038,16.0,1.0,0
43799031,9055,27.0,4.0,0
100715354,9017,39.0,3.0,0
98115185,9043,56.0,5.0,0
96386596,9006,32.0,3.0,0
92899699,9022,43.0,4.0,0
93057217,9000,15.0,1.0,0
101926841,9042,36.0,3.0,0
97630984,9046,85.0,8.0,0
100240378,9008,17.0,1.0,0
93446210,9003,7.0,1.0,0
22078684,9058,23.0,3.0,0
99642490,9035,35.0,3.0,0
98922288,9000,17.0,1.0,0
98880498,9039,34.0,3.0,0
100496660,9046,100.0,10.0,1
92892135,9004,66.0,6.0,0
100270241,9000,15.0,1.0,0
7785426,9017,36.0,3.0,1
95043400,9000,15.0,1.0,0
101160034,9046,85.0,8.0,0
8177934,9007,19.0,1.0,0
100723850,9022,60.0,6.0,0
96276042,9046,85.0,8.0,0
101777240,9046,85.0,8.0,0
98241346,9006,32.0,3.0,0
100188959,9029,38.0,3.0,0
100371180,9008,17.0,1.0,0
93429708,9049,60.0,9.0,0
101842995,9046,85.0,8.0,0
97982692,9059,27.0,2.0,0
100300966,9012,28.0,2.0,0
100533113,9046,85.0,8.0,0
97618848,9059,56.0,5.0,0
102201424,9046,85.0,8.0,0
17702029,9021,56.0,5.0,0
101385204,9046,85.0,8.0,0
101842042,9046,85.0,8.0,0
79970748,9043,32.0,3.0,0
97440071,9007,19.0,1.0,0
82421270,9046,109.0,10.0,0
100164954,9046,84.0,8.0,0
19948649,9000,15.0,1.0,0
93865069,9046,65.0,9.0,0
90083995,9046,69.0,6.0,0
97546161,9046,85.0,8.0,0
90566254,9032,33.0,3.0,0
94263817,9059,42.0,4.0,0
93615071,9001,33.0,4.0,0
101067572,9005,11.0,1.0,0
94737803,9043,37.0,3.0,0
100706182,9020,12.0,1.0,0
99882696,9032,37.0,3.0,0
94841062,9017,23.0,2.0,0
100335556,9043,90.0,9.0,0
98756052,9017,20.0,2.0,0
94887162,9059,31.0,4.0,0
53170764,9015,36.0,3.0,0
98151672,9039,56.0,5.0,0
94428071,9007,38.0,3.0,0
99636379,9059,27.0,2.0,0
95905347,9001,45.0,4.0,0
92786920,9036,14.0,1.0,0
96028153,9000,15.0,1.0,0
96296102,9022,45.0,4.0,0
99505328,9001,30.0,3.0,0
99780323,9004,121.0,12.0,0
93956242,9001,24.0,2.0,0
94738523,9053,28.0,2.0,0
100058860,9046,62.0,6.0,0
99377173,9000,20.0,2.0,0
74977190,9022,45.0,4.0,0
100047793,9038,16.0,1.0,0
102194965,9046,85.0,8.0,0
94769901,9003,12.0,1.0,0
99379045,9054,63.0,6.0,0
92978906,9022,48.0,7.0,0
97008461,9006,32.0,3.0,0
95701202,9059,28.0,2.0,0
97591515,9004,78.0,7.0,0
21084172,9059,75.0,7.0,0
93008981,9058,23.0,2.0,0
23048888,9012,28.0,2.0,0
13552655,9035,40.0,4.0,1
93025063,9035,76.0,11.0,0
101916248,9019,27.0,2.0,0
94788902,9007,26.0,2.0,0
97240019,9046,85.0,8.0,0
17727815,9000,25.0,2.0,0
99155519,9046,78.0,7.0,0
100040775,9037,56.0,5.0,0
100020001,9040,23.0,2.0,0
99243036,9020,8.0,1.0,0
94747098,9012,28.0,2.0,0
93198822,9035,43.0,4.0,0
91862667,9027,78.0,7.0,0
89082688,9046,114.0,11.0,0
24240764,9017,15.0,1.0,0
89052497,9036,18.0,1.0,0
100221182,9019,21.0,2.0,0
22845014,9038,20.0,2.0,0
102093269,9046,85.0,8.0,0
95833249,9009,24.0,3.0,0
102031552,9046,85.0,8.0,0
97723812,9007,19.0,1.0,0
94052821,9024,24.0,2.0,0
101453987,9029,38.0,3.0,0
96759392,9039,52.0,5.0,0
99554954,9044,43.0,4.0,0
96313973,9029,38.0,3.0,0
97986210,9037,30.0,3.0,0
16178310,9017,39.0,5.0,0
96728026,9000,15.0,1.0,0
44715822,9001,27.0,2.0,0
96773991,9010,22.0,2.0,0
98005248,9018,16.0,1.0,0
88179755,9007,19.0,1.0,0
73975905,9032,60.0,9.0,0
90364853,9021,66.0,9.0,0
102034189,9046,85.0,8.0,0
93133344,9046,85.0,8.0,0
21867523,9036,12.0,1.0,0
98183710,9046,99.0,9.0,0
97151246,9046,85.0,8.0,0
96439800,9039,52.0,5.0,0
97178211,9027,37.0,3.0,0
57302087,9022,43.0,4.0,0
93423839,9024,23.0,2.0,0
99319185,9046,85.0,8.0,0
100421564,9039,56.0,5.0,0
99159856,9031,29.0,2.0,0
98360050,9046,85.0,8.0,0
98945882,9029,38.0,3.0,0
96713123,9017,28.0,2.0,0
94192249,9036,28.0,2.0,0
102084623,9036,16.0,1.0,0
93431273,9018,15.0,1.0,0
96155546,9038,16.0,1.0,0
95489981,9046,85.0,8.0,0
95188041,9019,25.0,2.0,0
95051717,9018,15.0,1.0,0
95775566,9029,38.0,3.0,0
17839451,9035,27.0,2.0,0
95076451,9008,18.0,1.0,0
88007855,9040,31.0,3.0,0
101458717,9046,85.0,8.0,0
86326191,9006,34.0,3.0,0
96598510,9037,30.0,3.0,0
97564510,9035,27.0,2.0,0
98714354,9000,15.0,1.0,0
95412079,9009,15.0,1.0,0
100425506,9000,15.0,1.0,0
16702199,9044,34.0,3.0,0
96068908,9006,32.0,3.0,0
99778191,9022,43.0,4.0,0
96293069,9046,85.0,8.0,0
95988438,9035,76.0,11.0,0
91443740,9022,57.0,5.0,0
97064952,9004,121.0,12.0,0
99500594,9059,27.0,2.0,0
95904504,9020,8.0,1.0,0
19199702,9005,11.0,1.0,0
94588674,9032,49.0,4.0,0
86536710,9049,32.0,3.0,0
94144736,9022,48.0,4.0,0
101076979,9010,24.0,2.0,0
99800746,9059,27.0,2.0,0
24096178,9028,79.0,7.0,0
101828922,9046,85.0,8.0,0
86535211,9055,11.0,1.0,0
94263444,9035,27.0,2.0,0
93624096,9008,23.0,2.0,0
91637219,9035,27.0,2.0,0
81719377,9009,16.0,2.0,0
94533806,9036,9.0,1.0,0
95811161,9006,32.0,3.0,0
101985697,9022,60.0,6.0,0
93465977,9001,19.0,1.0,0
24622663,9022,43.0,4.0,0
102036990,9046,85.0,8.0,0
101722337,9046,85.0,8.0,0
100261056,9038,23.0,2.0,0
97663756,9039,67.0,6.0,0
84654803,9003,12.0,1.0,1
100132278,9011,13.0,1.0,0
93298270,9000,15.0,1.0,0
98384794,9018,15.0,1.0,0
92305240,9039,52.0,5.0,0
98184217,9046,85.0,8.0,0
101094324,9000,15.0,1.0,0
98072047,9046,56.0,5.0,0
95230390,9046,85.0,8.0,0
98063030,9022,43.0,4.0,0
93818767,9022,43.0,4.0,0
99615182,9046,85.0,8.0,0
96210973,9029,38.0,3.0,0
68373058,9019,48.0,4.0,0
99731985,9059,27.0,2.0,0
101670054,9046,85.0,8.0,0
98018472,9031,37.0,5.0,0
95508989,9038,19.0,1.0,0
101703290,9046,85.0,8.0,0
93385809,9055,17.0,2.0,0
100211679,9058,52.0,5.0,0
93322423,9001,19.0,1.0,0
98674734,9039,40.0,4.0,0
95955109,9039,55.0,8.0,0
97453992,9043,32.0,3.0,0
100264387,9029,38.0,3.0,0
92971737,9058,24.0,3.0,0
94316272,9022,43.0,4.0,0
90792453,9059,27.0,2.0,0
88299621,9003,7.0,1.0,0
95807335,9039,52.0,5.0,0
63521784,9035,27.0,2.0,0
96905904,9003,7.0,1.0,0
101178138,9021,34.0,3.0,0
95057871,9022,60.0,6.0,0
95102878,9000,16.0,1.0,0
98666742,9018,15.0,1.0,0
96551722,9011,19.0,1.0,0
95309079,9044,33.0,4.0,1
99431043,9000,15.0,1.0,0
95379877,9039,52.0,5.0,0
99562246,9029,38.0,3.0,0
95007535,9046,85.0,8.0,0
100781066,9027,50.0,5.0,0
98813332,9048,38.0,3.0,0
101327339,9058,23.0,2.0,0
96425407,9055,11.0,1.0,0
101258554,9046,85.0,8.0,0
78870386,9020,8.0,1.0,0
96358481,9028,50.0,7.0,0
98080293,9022,43.0,4.0,0
93379701,9020,8.0,1.0,0
92632627,9036,9.0,1.0,0
96904848,9046,85.0,8.0,0
88831300,9046,85.0,8.0,0
95886602,9061,78.0,7.0,0
101324658,9039,41.0,4.0,0
99289713,9027,40.0,4.0,0
56271930,9006,33.0,4.0,0
100243022,9006,45.0,4.0,0
100407876,9036,9.0,1.0,0
101189994,9004,66.0,6.0,0
8888489,9035,44.0,4.0,0
100108814,9046,85.0,8.0,0
90142443,9037,30.0,4.0,0
96271479,9049,32.0,3.0,0
95529036,9059,27.0,2.0,0
100645251,9017,15.0,1.0,0
47800066,9022,66.0,6.0,0
90347974,9003,38.0,3.0,0
101290989,9052,56.0,5.0,0
100134952,9046,136.0,13.0,0
93009344,9038,19.0,2.0,0
92915803,9039,49.0,4.0,0
96414488,9000,15.0,1.0,0
97677559,9049,32.0,3.0,0
93769640,9008,17.0,1.0,0
102012392,9022,60.0,6.0,0
97918971,9008,22.0,2.0,0
100091544,9017,15.0,1.0,0
95413929,9024,23.0,2.0,0
98823213,9032,38.0,3.0,0
96151093,9046,85.0,8.0,0
96117473,9035,48.0,4.0,0
100717298,9048,60.0,6.0,0
94076853,9002,11.0,1.0,0
100813606,9001,19.0,1.0,0
97537353,9001,52.0,5.0,0
94827329,9038,20.0,2.0,0
45978681,9042,20.0,2.0,0
22451643,9000,22.0,3.0,0
98794790,9000,16.0,1.0,0
94984697,9000,15.0,1.0,0
102113401,9046,85.0,8.0,0
99134295,9048,38.0,3.0,0
23707331,9035,28.0,2.0,0
90983394,9006,38.0,3.0,0
95767159,9020,11.0,1.0,0
94632358,9038,20.0,2.0,0
99575944,9039,34.0,3.0,0
99159940,9003,10.0,1.0,0
95693087,9000,15.0,1.0,0
93188051,9000,15.0,1.0,0
100798730,9046,85.0,8.0,0
95459812,9055,14.0,1.0,0
96104614,9046,113.0,11.0,0
94470465,9020,10.0,1.0,0
96650256,9046,85.0,8.0,0
101632466,9036,18.0,1.0,0
95338020,9046,136.0,13.0,0
97878471,9022,90.0,9.0,0
93950473,9032,33.0,3.0,0
101446429,9042,20.0,2.0,0
99581576,9022,60.0,6.0,0
101206262,9012,39.0,3.0,0
96052984,9000,20.0,2.0,0
93146807,9021,34.0,3.0,0
96623982,9019,38.0,3.0,0
101205222,9046,85.0,8.0,0
96827011,9000,15.0,1.0,0
97042363,9032,39.0,3.0,0
96048807,9024,39.0,3.0,0
93579562,9000,17.0,1.0,0
97463414,9038,20.0,2.0,0
24463921,9017,30.0,3.0,0
96466451,9027,37.0,3.0,0
99849071,9006,32.0,3.0,0
98697675,9017,15.0,1.0,0
94347854,9059,30.0,3.0,0
89620537,9001,20.0,2.0,0
100357280,9059,27.0,2.0,0
94390349,9009,16.0,1.0,0
95118579,9017,15.0,1.0,0
95000816,9048,38.0,3.0,0
93988078,9046,136.0,13.0,0
101788744,9046,85.0,8.0,0
67678483,9048,91.0,9.0,0
98499291,9009,28.0,2.0,0
97919737,9022,60.0,6.0,0
94682168,9017,15.0,1.0,0
100198678,9017,39.0,3.0,0
13490132,9058,27.0,2.0,0
95757121,9049,32.0,3.0,0
98039031,9004,66.0,6.0,0
93084550,9000,15.0,1.0,0
101958011,9035,43.0,4.0,0
94143067,9001,24.0,2.0,0
94994997,9000,15.0,1.0,0
95214856,9000,15.0,1.0,0
8104983,9022,48.0,4.0,0
98009600,9012,56.0,5.0,0
95045541,9017,19.0,1.0,0
93448027,9039,37.0,3.0,0
101278154,9019,62.0,6.0,0
82129515,9021,46.0,4.0,0
93075129,9019,35.0,3.0,0
100144028,9046,85.0,8.0,0
99410771,9040,23.0,2.0,0
88930292,9059,34.0,3.0,0
95119879,9027,96.0,14.0,0
101123258,9010,16.0,1.0,0
100113960,9021,34.0,3.0,0
93198029,9035,27.0,2.0,0
93872647,9011,13.0,1.0,0
95549441,9009,15.0,1.0,0
95637492,9039,34.0,3.0,0
90033091,9003,7.0,1.0,0
101432283,9017,21.0,2.0,0
19913340,9018,15.0,1.0,0
91377619,9000,18.0,2.0,0
100065017,9046,85.0,8.0,0
94788331,9000,18.0,1.0,0
99260116,9003,12.0,1.0,0
95229535,9035,27.0,2.0,0
102073520,9046,85.0,8.0,0
100964910,9005,10.0,1.0,0
87662107,9006,32.0,3.0,0
99323438,9000,17.0,1.0,0
63561442,9043,33.0,3.0,0
92190055,9043,32.0,3.0,0
23766390,9006,32.0,3.0,0
96395668,9018,22.0,2.0,0
88911407,9019,62.0,9.0,1
94711471,9032,33.0,3.0,0
94326899,9035,31.0,3.0,0
95110366,9059,27.0,2.0,0
76421321,9035,28.0,2.0,0
101148687,9032,37.0,3.0,0
81411536,9058,25.0,2.0,0
93853475,9044,27.0,2.0,0
96918450,9046,85.0,8.0,0
96752038,9042,36.0,3.0,0
92915301,9032,33.0,3.0,0
92780464,9059,28.0,2.0,0
101896536,9027,37.0,3.0,0
98648867,9019,21.0,2.0,0
95016405,9032,33.0,3.0,0
83682822,9029,38.0,3.0,0
101517883,9046,85.0,8.0,0
94954433,9003,12.0,1.0,0
91091888,9003,38.0,3.0,0
91201314,9017,15.0,1.0,0
98776125,9006,32.0,3.0,0
95190548,9020,8.0,1.0,0
94612983,9021,37.0,3.0,0
93792103,9036,10.0,1.0,0
77526451,9041,33.0,4.0,0
95471462,9046,85.0,8.0,0
100021501,9042,22.0,2.0,0
99713467,9032,33.0,3.0,0
101263267,9046,85.0,8.0,0
93507670,9032,66.0,6.0,0
93176868,9012,39.0,3.0,0
92896278,9017,39.0,5.0,0
98707864,9020,8.0,1.0,0
95894517,9046,111.0,16.0,0
94928411,9000,15.0,1.0,0
92936953,9037,32.0,3.0,0
101162165,9006,32.0,3.0,0
99450341,9000,15.0,1.0,0
94914828,9031,29.0,2.0,0
88473383,9000,16.0,1.0,0
96758325,9010,24.0,2.0,0
81758693,9017,18.0,1.0,0
78240418,9058,23.0,2.0,0
97892915,9035,37.0,3.0,0
97678899,9059,77.0,7.0,0
99937157,9048,38.0,3.0,0
97428766,9058,25.0,3.0,0
98066738,9008,19.0,1.0,0
99863886,9049,32.0,3.0,0
88065365,9032,33.0,3.0,0
101234188,9030,28.0,2.0,0
93021728,9006,44.0,4.0,0
94194596,9019,22.0,2.0,0
97260675,9044,23.0,2.0,0
93399851,9038,19.0,1.0,0
101665002,9046,85.0,8.0,0
7334291,9010,33.0,3.0,0
97927883,9000,15.0,1.0,0
95876939,9022,60.0,6.0,0
94440647,9043,32.0,3.0,0
94680824,9003,13.0,1.0,0
101018616,9018,15.0,1.0,0
99305990,9020,8.0,1.0,0
100320191,9043,33.0,3.0,0
96521546,9046,85.0,8.0,0
92841578,9004,66.0,6.0,0
56151190,9061,38.0,5.0,0
99841633,9019,21.0,2.0,0
101553778,9004,83.0,8.0,0
22612454,9000,15.0,1.0,0
98027787,9049,32.0,3.0,0
102009491,9046,85.0,8.0,0
98206983,9059,27.0,2.0,0
97482170,9000,15.0,1.0,0
51463286,9046,129.0,12.0,0
94838909,9019,21.0,2.0,0
4969616,9001,28.0,2.0,0
100616872,9022,43.0,4.0,0
89830997,9046,121.0,12.0,1
97249462,9000,19.0,1.0,0
97576323,9035,27.0,2.0,0
96348717,9006,34.0,3.0,0
95111145,9038,16.0,1.0,0
91875934,9000,15.0,1.0,0
101668689,9046,85.0,8.0,0
87257430,9012,29.0,4.0,0
24181474,9006,32.0,3.0,0
71250639,9022,45.0,4.0,0
97065046,9008,20.0,3.0,0
93975995,9022,60.0,6.0,0
97176660,9019,42.0,4.0,0
19189323,9024,45.0,6.0,0
84195220,9017,16.0,1.0,0
18506525,9042,25.0,3.0,1
88920123,9036,12.0,1.0,0
100430508,9035,30.0,3.0,0
93155014,9018,21.0,2.0,0
100735118,9019,24.0,2.0,0
97717066,9036,12.0,1.0,0
100380838,9046,85.0,8.0,0
98111444,9044,30.0,3.0,0
23741607,9017,39.0,3.0,0
95068751,9037,30.0,3.0,0
3196817,9040,30.0,3.0,0
97079327,9022,43.0,4.0,0
101085199,9017,15.0,1.0,0
94375084,9041,60.0,6.0,0
94897697,9029,38.0,3.0,0
102091101,9046,85.0,8.0,0
98657684,9017,15.0,1.0,0
21407731,9055,12.0,1.0,1
99105273,9046,85.0,8.0,0
95967560,9046,85.0,8.0,0
99067970,9031,29.0,2.0,0
101316259,9046,85.0,8.0,0
101338422,9027,37.0,3.0,0
96121536,9044,30.0,3.0,0
100983544,9043,43.0,4.0,0
101799439,9046,85.0,8.0,0
78437999,9035,53.0,5.0,0
98180381,9046,85.0,8.0,0
102210371,9046,85.0,8.0,0
100331119,9011,16.0,1.0,0
96241093,9000,15.0,1.0,0
96568945,9017,23.0,2.0,0
98592535,9012,30.0,3.0,0
92848612,9008,23.0,2.0,0
97317260,9035,27.0,2.0,0
100627935,9032,33.0,3.0,0
96205522,9058,23.0,2.0,0
97654676,9000,15.0,1.0,0
96229056,9015,21.0,2.0,0
102241363,9046,85.0,8.0,0
21726368,9021,52.0,7.0,1
93973766,9027,44.0,4.0,0
100414495,9010,16.0,1.0,0
98825196,9017,32.0,3.0,0
96760009,9038,20.0,2.0,0
94286182,9020,8.0,1.0,0
95197106,9006,32.0,3.0,0
91239128,9012,58.0,5.0,0
93310688,9039,34.0,3.0,0
92926547,9012,59.0,5.0,0
97225107,9048,38.0,3.0,0
100266375,9040,23.0,2.0,0
66979868,9028,116.0,11.0,0
68134467,9048,91.0,9.0,0
100974604,9035,27.0,2.0,0
90803427,9000,35.0,3.0,0
93260183,9046,85.0,8.0,0
95842121,9042,36.0,3.0,0
96898369,9000,15.0,1.0,0
99108731,9046,56.0,5.0,0
55524460,9039,52.0,5.0,0
95655935,9001,42.0,6.0,0
94293668,9055,10.0,1.0,0
98382530,9046,85.0,8.0,0
93127600,9060,45.0,4.0,0
99294077,9024,23.0,2.0,0
101471168,9046,85.0,8.0,0
94986638,9004,66.0,6.0,0
95724094,9008,18.0,1.0,0
88563011,9008,19.0,2.0,1
79579908,9046,62.0,6.0,0
101504325,9046,85.0,8.0,0
99258123,9035,27.0,2.0,0
96047562,9061,38.0,3.0,0
20024352,9046,85.0,8.0,0
96104991,9038,17.0,1.0,0
94874403,9039,52.0,5.0,0
98075861,9015,27.0,2.0,0
20764054,9008,17.0,2.0,0
101404819,9046,85.0,8.0,0
100091073,9001,19.0,1.0,0
99848860,9006,32.0,3.0,0
100646624,9006,43.0,4.0,0
95249830,9035,29.0,2.0,0
100481918,9018,15.0,1.0,0
96414690,9008,20.0,2.0,0
94325753,9032,33.0,3.0,0
96794432,9011,13.0,1.0,0
100924700,9000,20.0,2.0,0
101434663,9039,34.0,3.0,0
92529960,9060,45.0,4.0,0
98421366,9019,26.0,2.0,0
93966198,9004,66.0,6.0,0
96357794,9035,43.0,4.0,0
96756656,9059,54.0,5.0,0
93371208,9038,16.0,1.0,0
97461511,9009,15.0,1.0,0
98611451,9046,85.0,8.0,0
99546158,9019,48.0,4.0,0
98407834,9032,33.0,3.0,0
100017408,9022,43.0,4.0,0
95705239,9001,48.0,4.0,0
16467980,9046,85.0,8.0,0
100989730,9041,26.0,2.0,0
99640522,9035,28.0,2.0,0
94536878,9022,60.0,6.0,0
101360240,9021,34.0,3.0,0
97587714,9046,85.0,8.0,0
95412533,9048,38.0,3.0,0
93047391,9006,56.0,5.0,0
97932682,9044,21.0,2.0,0
77346978,9035,30.0,3.0,0
4542041,9022,90.0,13.0,0
95251411,9004,119.0,11.0,0
97042467,9022,43.0,4.0,0
95764398,9035,27.0,2.0,0
84116814,9056,28.0,4.0,0
96882176,9049,57.0,5.0,0
96374269,9018,15.0,1.0,0
97353330,9019,26.0,2.0,0
96213917,9032,48.0,4.0,0
100820383,9027,37.0,3.0,0
92439282,9036,12.0,1.0,0
98029905,9022,60.0,6.0,0
95748666,9055,14.0,1.0,0
98282289,9018,15.0,1.0,0
100637913,9020,25.0,2.0,0
97454627,9049,49.0,4.0,0
100124263,9035,37.0,3.0,0
91021548,9036,9.0,1.0,0
98765971,9055,30.0,3.0,0
94814824,9046,76.0,7.0,0
82812305,9024,50.0,7.0,0
102259654,9035,62.0,6.0,0
94555010,9022,43.0,4.0,0
101539926,9046,85.0,8.0,0
97144460,9019,21.0,2.0,0
94232531,9021,34.0,3.0,0
101419452,9022,60.0,6.0,0
93216024,9001,34.0,3.0,0
94137224,9018,15.0,1.0,0
94812924,9000,16.0,1.0,0
97246216,9046,85.0,8.0,0
98929141,9022,43.0,4.0,0
99451664,9022,74.0,7.0,0
99404837,9021,90.0,9.0,0
101986821,9022,60.0,6.0,0
90069573,9000,15.0,1.0,0
99407813,9018,15.0,1.0,0
97820965,9044,21.0,2.0,0
98924258,9022,60.0,6.0,0
101870710,9046,85.0,8.0,0
94738357,9035,34.0,3.0,0
101077297,9046,85.0,8.0,0
95424581,9007,19.0,1.0,1
102218829,9046,85.0,8.0,0
100836772,9022,90.0,9.0,0
96112603,9017,20.0,2.0,0
102027072,9046,85.0,8.0,0
100571909,9046,85.0,8.0,0
93281115,9030,43.0,4.0,0
45390826,9021,34.0,3.0,0
98974779,9035,39.0,3.0,0
99815021,9019,26.0,2.0,0
45478009,9038,16.0,1.0,0
100601977,9000,16.0,1.0,0
93303425,9012,33.0,3.0,0
51348891,9041,30.0,4.0,0
100564877,9043,32.0,3.0,0
92639340,9038,20.0,2.0,0
92300850,9053,28.0,2.0,0
102036643,9053,28.0,2.0,0
93224462,9003,14.0,1.0,0
92970014,9046,85.0,8.0,0
96588890,9017,15.0,1.0,0
92915317,9036,16.0,2.0,0
20967450,9022,43.0,4.0,0
